,ENTRY,BEER,BREWERY,LOCATION,STYLE,SIZE,ABV,IBUs
843,1825.,Squatters Hop Rising Double IPA,Utah Brewers Cooperative,"Salt Lake City, UT",American Double / Imperial IPA,12 oz.,9.0%,75
844,1824.,Devastator Double Bock,Utah Brewers Cooperative,"Salt Lake City, UT",Doppelbock,12 oz.,8.0%,N/A
845,1823.,Wasatch Ghostrider White IPA,Utah Brewers Cooperative,"Salt Lake City, UT",American White IPA,12 oz.,6.0%,N/A
846,1821.,Bitter Biker Double IPA,Spiteful Brewing Company,"Chicago, IL",American Double / Imperial IPA,12 oz.,9.6%,N/A
847,1820.,Ghost Bike Pale Ale,Spiteful Brewing Company,"Chicago, IL",American Pale Ale (APA),16 oz.,7.3%,N/A
848,1819.,Spiteful IPA,Spiteful Brewing Company,"Chicago, IL",American IPA,12 oz.,6.2%,N/A
849,1818.,Keebarlin' Pale Ale,Anderson Valley Brewing Company,"Boonville, CA",American Pale Ale (APA),12 oz.,4.2%,N/A
850,1817.,Klingon Warnog Roggen Dunkel,Tin Man Brewing Company,"Evansville, IN",Roggenbier,16 oz.,5.5%,N/A
851,1816.,LIFT,Madtree Brewing Company,"Cincinnati, OH",Kölsch,12 oz.,4.7%,11
852,1815.,SPRYE,Madtree Brewing Company,"Cincinnati, OH",American Pale Ale (APA),12 oz.,5.0%,40
853,1814.,Pleasure Town IPA,Midnight Sun Brewing Company,"Anchorage, AK",American IPA,12 oz.,6.3%,61
854,1813.,#9,Magic Hat Brewing Company,"South Burlington, VT",Fruit / Vegetable Beer,16 oz.,5.1%,20
855,1812.,Quarter Mile Double IPA,Blue Hills Brewery,"Canton, MA",American Double / Imperial IPA,12 oz.,8.0%,80
856,1811.,Marblehead,Night Shift Brewing,"Everett, MA",American Amber / Red Ale,16 oz.,5.5%,N/A
857,1810.,Focal Banger,The Alchemist,"Waterbury, VT",American IPA,16 oz.,7.0%,N/A
858,1809.,The Tradition,DC Brau Brewing Company,"Washington, DC",American Blonde Ale,12 oz.,5.0%,15
859,1808.,Pilot Rock Porter,Caldera Brewing Company,"Ashland, OR",American Porter,12 oz.,6.0%,N/A
860,1807.,Maine Island Trail Ale,Rising Tide Brewing Company,"Portland, ME",American Pale Ale (APA),16 oz.,4.3%,N/A
861,1806.,Hoptopus Double IPA,Beach Brewing Company,"Virginia Beach, VA",American Double / Imperial IPA,16 oz.,8.8%,108
862,1805.,Rodeo Rye Pale Ale,Payette Brewing Company,"Garden City, ID",American Pale Ale (APA),12 oz.,4.2%,35
863,1804.,Mjöllnir,Crow Peak Brewing Company,"Spearfish, SD",Herbed / Spiced Beer,12 oz.,6.6%,N/A
864,1803.,Java the Hop,Fort George Brewery,"Astoria, OR",American IPA,16 oz.,6.5%,N/A
865,1802.,"You're My Boy, Blue",Brew Bus Brewing,"Tampa, FL",Fruit / Vegetable Beer,12 oz.,5.0%,N/A
866,1801.,Last Stop IPA,Brew Bus Brewing,"Tampa, FL",American IPA,12 oz.,7.2%,60
867,1800.,Rollin Dirty Red Ale,Brew Bus Brewing,"Tampa, FL",Irish Red Ale,12 oz.,5.0%,21
868,1799.,Are Wheat There Yet?,Brew Bus Brewing,"Tampa, FL",American Pale Wheat Ale,12 oz.,5.5%,28
869,1798.,Thanksgiving Ale,Sockeye Brewing Company,"Boise, ID",Kölsch,12 oz.,5.0%,N/A
870,1797.,Black Bay Milk Stout,Pine Street Brewery,"San Francisco, CA",Milk / Sweet Stout,12 oz.,5.0%,N/A
871,1796.,The CROWLER™,Oskar Blues Brewery,"Longmont, CO",,32 oz.,???,N/A
872,1795.,Filthy Hoppin' IPA,Dirty Bucket Brewing Company,"Woodinville, WA",American IPA,16 oz.,6.5%,72
873,1794.,People's Pilsner,People's Brewing Company,"Lafayette, IN",German Pilsener,12 oz.,4.5%,N/A
874,1793.,Thunder Ann,Jackalope Brewing Company,"Nashville, TN",American Pale Ale (APA),12 oz.,5.5%,37
875,1792.,Iron Butt Red Ale,Slanted Rock Brewing Company,"Meridian, ID",American Amber / Red Ale,12 oz.,5.8%,39
876,1791.,Hot Date Ale,Piney River Brewing Company,"Bucryus, MO",Chile Beer,16 oz.,6.0%,20
877,1790.,CAN'D AID Foundation,Oskar Blues Brewery,"Longmont, CO",,12 oz.,???,N/A
878,1789.,Lost River Blonde Ale,Cutters Brewing Company,"Avon, IN",American Blonde Ale,16 oz.,4.9%,N/A
879,1788.,Monon Wheat,Cutters Brewing Company,"Avon, IN",Witbier,16 oz.,5.4%,N/A
880,1787.,Floyd's Folly,Cutters Brewing Company,"Avon, IN",Scottish Ale,16 oz.,8.0%,N/A
881,1786.,Half Court IPA,Cutters Brewing Company,"Avon, IN",American IPA,16 oz.,6.3%,N/A
882,1785.,Le Flaneur Ale,Brewery Vivant,"Grand Rapids, MI",American Wild Ale,16 oz.,7.3%,N/A
883,1784.,Appreciation Ale,Iron Hill Brewery & Restaurant,"Wilmington, DE",American IPA,16 oz.,???,N/A
884,1783.,Toughcats IPA,Marshall Wharf Brewing Company,"Belfast, ME",American IPA,16 oz.,7.2%,N/A
885,1782.,Kiss Off IPA,Round Guys Brewing,"Lansdale, PA",American IPA,12 oz.,6.3%,N/A
886,1781.,Three Way Pale Ale,Third Street Brewhouse,"Cold Spring, MN",American Pale Ale (APA),12 oz.,5.2%,N/A
887,1780.,Rise to the Top,Third Street Brewhouse,"Cold Spring, MN",Cream Ale,12 oz.,4.1%,N/A
888,1779.,Lost Trout Brown Ale,Third Street Brewhouse,"Cold Spring, MN",American Brown Ale,12 oz.,4.9%,N/A
889,1778.,On the Count of 3 (2015),Baxter Brewing Company,"Lewiston, ME",Hefeweizen,16 oz.,7.0%,42
890,1777.,2020 IPA,Golden Road Brewing,"Los Angeles, CA",American IPA,16 oz.,7.4%,74
891,1776.,All Nighter Ale,Banner Beer Company,"Williamsburg, MA",Extra Special / Strong Bitter (ESB),12 oz.,4.5%,N/A
892,1775.,Autocrat Coffee Milk Stout,Narragansett Brewing Company,"Providence, RI",Milk / Sweet Stout,16 oz.,5.3%,30
893,1774.,Hijack,Infamous Brewing Company,"Austin, TX",Cream Ale,12 oz.,5.5%,20
894,1773.,12 Man Pale Ale,Dick's Brewing Company,"Centralia, WA",American Pale Ale (APA),12 oz.,4.5%,N/A
895,1772.,Jacaranada Rye IPA,Claremont Craft Ales,"Claremont, CA",American IPA,16 oz.,6.7%,60
896,1771.,Lil SIPA,Rivertown Brewing Company,"Lockland, OH",American IPA,16 oz.,5.0%,55
897,1770.,Voodoo Love Child,Voodoo Brewery,"Meadville, PA",Tripel,12 oz.,9.2%,25
898,1769.,White Magick of the Sun,Voodoo Brewery,"Meadville, PA",Witbier,12 oz.,7.9%,23
899,1768.,Stone Fort Brown Ale,Seventh Son Brewing Company,"Columbus, OH",English Brown Ale,16 oz.,5.3%,20
900,1767.,Seventh Son Hopped Red Ale,Seventh Son Brewing Company,"Columbus, OH",American Amber / Red Ale,16 oz.,7.7%,40
901,1766.,Humulus Nimbus Super Pale Ale,Seventh Son Brewing Company,"Columbus, OH",American Pale Ale (APA),16 oz.,6.0%,53
902,1765.,Golden Ratio IPA,Seventh Son Brewing Company,"Columbus, OH",American IPA,16 oz.,7.0%,68
903,1764.,Rudolph's Red,Rivertowne Brewing Company,"Export, PA",American Amber / Red Ale,12 oz.,8.1%,N/A
904,1763.,Geary's Pale Ale,D.L. Geary Brewing Company,"Portland, ME",English Pale Ale,12 oz.,4.5%,N/A
905,1762.,Hemlock Double IPA,Big Choice Brewing,"Broomfield, CO",American Double / Imperial IPA,12 oz.,9.5%,104
906,1760.,GreyBeard™ IPA,Pisgah Brewing Company,"Black Mountain, NC",American IPA,12 oz.,6.9%,51
907,1759.,Pisgah Pale Ale,Pisgah Brewing Company,"Black Mountain, NC",American Pale Ale (APA),12 oz.,5.7%,31
908,1758.,County Line IPA,Neshaminy Creek Brewing Company,"Croydon, PA",American IPA,12 oz.,6.6%,N/A
909,1757.,Trauger Pilsner,Neshaminy Creek Brewing Company,"Croydon, PA",German Pilsener,12 oz.,4.8%,N/A
910,1756.,When Helles Freezes Over,Morgan Street Brewery,"Saint Louis, MO",Munich Helles Lager,12 oz.,5.6%,18
911,1755.,Juke Joint IPA,Tin Roof Brewing Company,"Baton Rouge, LA",American IPA,12 oz.,7.0%,60
912,1754.,Parade Ground Coffee Porter,Tin Roof Brewing Company,"Baton Rouge, LA",American Porter,12 oz.,7.0%,35
913,1753.,Heyoka IPA,Half Acre Beer Company,"Chicago, IL",American IPA,16 oz.,7.0%,N/A
914,1752.,Icey.P.A.,Oskar Blues Brewery,"Longmont, CO",American IPA,16 oz.,???,N/A
915,1751.,One Nut Brown,Oskar Blues Brewery,"Longmont, CO",English Brown Ale,12 oz.,5.0%,N/A
916,1750.,Birth IPA,Oskar Blues Brewery,"Longmont, CO",American IPA,12 oz.,???,N/A
917,1749.,Just IPA,The Just Beer Project,"Burlington, VT",American IPA,12 oz.,4.6%,45
918,1748.,Bronx Summer Pale Ale,The Bronx Brewery,"Bronx, NY",American Pale Ale (APA),16 oz.,5.2%,16
919,1747.,Bronx Black Pale Ale,The Bronx Brewery,"Bronx, NY",American Black Ale,16 oz.,5.7%,46
920,1746.,Dead Armadillo Amber Ale,Dead Armadillo Craft Brewing,"Tulsa, OK",American Amber / Red Ale,12 oz.,6.3%,37
921,1745.,Mississippi Fire Ant,Southern Prohibition Brewing Com...,"Hattiesburg, MS",American Amber / Red Ale,16 oz.,8.0%,80
922,1744.,Farmer Ted's Cream Ale,Catawba Brewing Company,"Morganton, NC",Cream Ale,12 oz.,5.6%,N/A
923,1743.,Firewater India Pale Ale,Catawba Brewing Company,"Morganton, NC",American IPA,12 oz.,5.2%,N/A
924,1742.,White Zombie Ale,Catawba Brewing Company,"Morganton, NC",Witbier,12 oz.,4.7%,N/A
925,1741.,A Slice of Hefen,La Cumbre Brewing Company,"Albuquerque, NM",Hefeweizen,16 oz.,5.4%,15
926,1740.,Le Mort Vivant,Southern Star Brewing Company,"Conroe, TX",Bière de Garde,12 oz.,6.9%,23
927,1739.,BLAKKR,Surly Brewing Company,"Brooklyn Center, MN",American Black Ale,16 oz.,9.9%,85
928,1738.,"the Kimmie, the Yink and the Holy Gose",Anderson Valley Brewing Company,"Boonville, CA",Gose,12 oz.,4.8%,N/A
929,1737.,California Route,New Belgium Brewing Company,"Fort Collins, CO",American Amber / Red Lager,12 oz.,5.5%,N/A
930,1736.,Zombie Monkie,Tallgrass Brewing Company,"Manhattan, KS",American Porter,16 oz.,6.2%,35
931,1735.,Sprocket Blonde Ale (2006),David's Ale Works,"Diamond Springs, CA",American Blonde Ale,12 oz.,5.0%,N/A
932,1734.,Sprocket Pale Ale (2006),David's Ale Works,"Diamond Springs, CA",American Pale Ale (APA),12 oz.,5.0%,N/A
933,1733.,805,Firestone Walker Brewing Company,"Paso Robles, CA",American Blonde Ale,12 oz.,4.7%,20
934,1732.,Curious Traveler Shandy,The Traveler Beer Company,"Burlington, VT",Shandy,12 oz.,4.4%,N/A
935,1731.,Peaches & Cream,Fearless Brewing Company,"Estacada, OR",Fruit / Vegetable Beer,16 oz.,4.6%,N/A
936,1730.,Wynona's Big Brown Ale,Voodoo Brewery,"Meadville, PA",American Brown Ale,12 oz.,7.5%,31
937,1729.,Gran Met,Voodoo Brewery,"Meadville, PA",Belgian Strong Pale Ale,12 oz.,9.2%,25
938,1728.,Red Cockaded Ale,Southern Star Brewing Company,"Conroe, TX",American Double / Imperial IPA,12 oz.,8.5%,110
939,1727.,Kilt Dropper Scotch Ale,Bonfire Brewing Company,"Eagle, CO",Scotch Ale / Wee Heavy,16 oz.,7.5%,22
940,1726.,Hopped on the High Seas (Hop #529),Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.0%,60
941,1725.,Hopped on the High Seas (Calypso),Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.0%,60
942,1724.,Cal and Co. Black Cherry Porter,Rochester Mills Brewing Company,"Rochester, MI",American Porter,16 oz.,???,N/A
943,1723.,Hop Nosh IPA,Uinta Brewing Company,"Salt Lake City, UT",American IPA,12 oz.,7.3%,83
944,1722.,Iron Horse Pale Ale,Fargo Brewing Company,"Fargo, ND",American Pale Ale (APA),12 oz.,5.0%,32
945,1721.,Heliocentric Hefeweizen,Odyssey Beerwerks,"Arvada, CO",Hefeweizen,12 oz.,4.7%,N/A
946,1720.,Ghose Drifter Pale Ale,Odyssey Beerwerks,"Arvada, CO",American Pale Ale (APA),12 oz.,5.1%,N/A
947,1719.,King Winterbolt Winter Ale,Catawba Brewing Company,"Morganton, NC",Winter Warmer,12 oz.,7.0%,N/A
948,1718.,Firemans #4 Blonde Ale (2013),Real Ale Brewing Company,"Blanco, TX",American Blonde Ale,12 oz.,5.1%,21
949,1717.,Tug Pale Ale,Marshall Wharf Brewing Company,"Belfast, ME",American Pale Ale (APA),16 oz.,5.0%,N/A
950,1716.,Sexy Chaos,Marshall Wharf Brewing Company,"Belfast, ME",Russian Imperial Stout,16 oz.,9.9%,N/A
951,1714.,Big Sky IPA,Big Sky Brewing Company,"Missoula, MT",American IPA,12 oz.,6.2%,65
952,1713.,Scape Goat Pale Ale,Big Sky Brewing Company,"Missoula, MT",English Pale Ale,12 oz.,5.0%,40
953,1712.,Montana Trout Slayer Ale,Big Sky Brewing Company,"Missoula, MT",American Pale Wheat Ale,12 oz.,5.0%,35
954,1711.,Moose Drool Brown Ale,Big Sky Brewing Company,"Missoula, MT",American Brown Ale,12 oz.,5.1%,26
955,1710.,SweetWater IPA,SweetWater Brewing Company,"Atlanta, GA",American IPA,12 oz.,6.4%,N/A
956,1709.,420 Extra Pale Ale,SweetWater Brewing Company,"Atlanta, GA",American Pale Ale (APA),12 oz.,5.4%,N/A
957,1708.,Taster's Choice,Ska Brewing Company,"Durango, CO",Doppelbock,12 oz.,7.4%,N/A
958,1707.,Snapshot,New Belgium Brewing Company,"Fort Collins, CO",American Pale Wheat Ale,16 oz.,5.2%,N/A
959,1706.,King Street Pilsner,King Street Brewing Company,"Anchorage, AK",Czech Pilsener,12 oz.,5.5%,N/A
960,1705.,Wick For Brains,Nebraska Brewing Company,"Papillion, NE",Pumpkin Ale,12 oz.,6.1%,11
961,1704.,Uncle John's Apple Cherry Cider,Uncle John's Fruit House Winery,"St. John's, MI",Cider,16 oz.,6.5%,N/A
962,1703.,Uncle John's Apricot Apple Cider,Uncle John's Fruit House Winery,"St. John's, MI",Cider,16 oz.,6.5%,N/A
963,1702.,Bourbon Barrel Aged Coconut Porter,Great Crescent Brewery,"Aurora, IN",American Porter,16 oz.,5.6%,33
964,1701.,Great Crescent IPA,Great Crescent Brewery,"Aurora, IN",American IPA,16 oz.,6.2%,60
965,1700.,Aurora Lager,Great Crescent Brewery,"Aurora, IN",Dortmunder / Export Lager,16 oz.,5.7%,27
966,1699.,Great Crescent Blonde Ale,Great Crescent Brewery,"Aurora, IN",American Blonde Ale,16 oz.,5.3%,22
967,1698.,Wolf Among Weeds IPA,Golden Road Brewing,"Los Angeles, CA",American IPA,16 oz.,8.0%,70
968,1697.,Be Hoppy IPA,Wormtown Brewery,"Worcester, MA",American IPA,16 oz.,6.5%,69
969,1696.,Hi-Res,Sixpoint Craft Ales,"Brooklyn, NY",American Double / Imperial IPA,12 oz.,9.9%,111
970,1695.,Wiregrass Post-Prohibition Ale,Cigar City Brewing Company,"Tampa, FL",American Pale Ale (APA),12 oz.,6.3%,N/A
971,1694.,Dry-Hopped On The High Seas Caribbean-Style IPA,Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.0%,60
972,1693.,Hopped on the High Seas (Citra),Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.0%,60
973,1692.,Hopped on the High Seas (Ahtanum),Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.0%,60
974,1691.,Stir Crazy Winter Ale,Indeed Brewing Company,"Minneapolis, MN",Winter Warmer,12 oz.,6.5%,22
975,1690.,Sunshine Wheat Beer,New Belgium Brewing Company,"Fort Collins, CO",American Pale Wheat Ale,12 oz.,4.8%,N/A
976,1689.,Snowcat Coffee Stout,Crazy Mountain Brewing Company,"Edwards, CO",American Stout,12 oz.,5.9%,N/A
977,1688.,American Hero,Liquid Hero Brewery,"York, PA",American Amber / Red Ale,12 oz.,5.7%,42
978,1687.,Schweet Ale,Liquid Hero Brewery,"York, PA",Fruit / Vegetable Beer,12 oz.,5.2%,20
979,1686.,Irregardless IPA,Liquid Hero Brewery,"York, PA",American IPA,12 oz.,6.5%,75
980,1685.,Category 3 IPA,Due South Brewing Company,"Boynton Beach, FL",American IPA,12 oz.,6.1%,64
981,1684.,Hula Hoppie Session IPA,Palisade Brewing Company,"Palisade, CO",American IPA,12 oz.,4.8%,N/A
982,1683.,Dread Brown Ale,Santa Cruz Mountain Brewing,"Santa Cruz, CA",American Brown Ale,12 oz.,5.4%,N/A
983,1682.,Wasatch Ghostrider White IPA (2014),Utah Brewers Cooperative,"Salt Lake City, UT",American White IPA,12 oz.,6.0%,N/A
984,1681.,Wasatch Apricot Hefeweizen,Utah Brewers Cooperative,"Salt Lake City, UT",Fruit / Vegetable Beer,12 oz.,4.0%,N/A
985,1680.,Squatters Hop Rising Double IPA (2014),Utah Brewers Cooperative,"Salt Lake City, UT",American Double / Imperial IPA,12 oz.,9.0%,75
986,1679.,Squatters Full Suspension Pale Ale,Utah Brewers Cooperative,"Salt Lake City, UT",American Pale Ale (APA),12 oz.,4.0%,N/A
987,1678.,KelSo Nut Brown Lager,KelSo Beer Company,"Brooklyn, NY",Euro Dark Lager,12 oz.,5.7%,19
988,1677.,The Great Return,Hardywood Park Craft Brewery,"Richmond, VA",American IPA,16 oz.,7.5%,70
989,1676.,Troopers Alley IPA,Wolf Hills Brewing Company,"Abingdon, VA",American IPA,12 oz.,5.9%,135
990,1675.,Madra Allta,Lavery Brewing Company,"Erie, PA",American IPA,12 oz.,6.4%,95
991,1674.,Chaotic Double IPA,Manzanita Brewing Company,"Santee, CA",American Double / Imperial IPA,12 oz.,9.9%,93
992,1673.,Manzanita IPA,Manzanita Brewing Company,"Santee, CA",American IPA,12 oz.,8.0%,88
993,1672.,Riverwalk Blonde Ale,Manzanita Brewing Company,"Santee, CA",American Blonde Ale,12 oz.,6.0%,25
994,1671.,Gillespie Brown Ale,Manzanita Brewing Company,"Santee, CA",American Brown Ale,12 oz.,9.5%,49
995,1670.,Manzanita Pale Ale,Manzanita Brewing Company,"Santee, CA",American Pale Ale (APA),12 oz.,6.6%,44
996,1669.,Oakshire Amber Ale,Oakshire Brewing,"Eugene, OR",American Amber / Red Ale,12 oz.,5.4%,24
997,1668.,Overcast Espresso Stout,Oakshire Brewing,"Eugene, OR",American Stout,12 oz.,5.8%,27
998,1667.,King Street IPA,King Street Brewing Company,"Anchorage, AK",American IPA,12 oz.,6.0%,70
999,1666.,King Street Hefeweizen,King Street Brewing Company,"Anchorage, AK",Hefeweizen,12 oz.,5.7%,10
1000,1665.,King Street Blonde Ale,King Street Brewing Company,"Anchorage, AK",American Blonde Ale,12 oz.,4.9%,N/A
1001,1664.,Sobek & Set,Finch's Beer Company,"Chicago, IL",American Black Ale,16 oz.,8.0%,80
1002,1663.,Nuclear Winter,Finch's Beer Company,"Chicago, IL",Belgian Strong Dark Ale,16 oz.,8.6%,N/A
1003,1662.,Wet Hot American Wheat Ale,Finch's Beer Company,"Chicago, IL",American Pale Wheat Ale,16 oz.,5.0%,22
1004,1661.,Trailhead ISA,Two Beers Brewing Company,"Seattle, WA",American IPA,12 oz.,4.8%,48
1005,1660.,Immersion Amber,Two Beers Brewing Company,"Seattle, WA",American Amber / Red Ale,12 oz.,5.2%,27
1006,1659.,Evo IPA,Two Beers Brewing Company,"Seattle, WA",American IPA,12 oz.,6.2%,70
1007,1658.,Cack-A-Lacky,Fullsteam Brewery,"Durham, NC",American Pale Ale (APA),12 oz.,5.0%,N/A
1008,1657.,Leprechaun Lager,Four Horsemen Brewing Company,"South Bend, IN",American Pale Lager,12 oz.,4.0%,N/A
1009,1656.,Wee Muckle,Sun King Brewing Company,"Indianapolis, IN",Scotch Ale / Wee Heavy,16 oz.,9.0%,30
1010,1655.,Double Dagger Imperial IPA,Sockeye Brewing Company,"Boise, ID",American Double / Imperial IPA,12 oz.,9.2%,N/A
1011,1654.,Hop Bomber Rye Pale Ale,Rivertown Brewing Company,"Lockland, OH",American Pale Ale (APA),16 oz.,5.5%,60
1012,1653.,The Long Thaw White IPA,Harpoon Brewery,"Boston, MA",American White IPA,12 oz.,6.2%,45
1013,1652.,White Cap White IPA,Hinterland Brewery,"Green Bay, WI",American White IPA,16 oz.,4.2%,N/A
1014,1651.,Maize & Blueberry,Brewery Vivant,"Grand Rapids, MI",Fruit / Vegetable Beer,16 oz.,5.6%,N/A
1015,1650.,Arkansas Red,Core Brewing & Distilling Company,"Springdale, AR",American Amber / Red Ale,12 oz.,5.2%,N/A
1016,1649.,Chai Ale,Central Coast Brewing Company,"San Luis Obispo, CA",Herbed / Spiced Beer,16 oz.,5.1%,15
1017,1648.,Lucky Day IPA,Central Coast Brewing Company,"San Luis Obispo, CA",American IPA,16 oz.,7.2%,85
1018,1647.,Terrace Hill Double IPA,Central Coast Brewing Company,"San Luis Obispo, CA",American Double / Imperial IPA,16 oz.,9.5%,99
1019,1646.,Catch 23,Central Coast Brewing Company,"San Luis Obispo, CA",American Black Ale,16 oz.,7.5%,77
1020,1645.,Westfield Octoberfest,Westfield River Brewing Company,"Westfield, MA",Märzen / Oktoberfest,12 oz.,5.7%,22
1021,1644.,Banner American Rye,Banner Beer Company,"Williamsburg, MA",Rye Beer,12 oz.,4.5%,20
1022,1643.,Banner American Ale,Banner Beer Company,"Williamsburg, MA",American Amber / Red Ale,12 oz.,3.5%,45
1023,1642.,Bleeding Buckeye Red Ale,Elevator Brewing Company,"Columbus, OH",Extra Special / Strong Bitter (ESB),16 oz.,5.7%,N/A
1024,1641.,Better Weather IPA,Golden Road Brewing,"Los Angeles, CA",American IPA,16 oz.,9.4%,92
1025,1640.,Aslan Kölsch,Aslan Brewing Company,"Bellingham, WA",Kölsch,16 oz.,4.8%,N/A
1026,1639.,Aslan IPA,Aslan Brewing Company,"Bellingham, WA",American IPA,16 oz.,7.7%,N/A
1027,1638.,Aslan Amber,Aslan Brewing Company,"Bellingham, WA",American Amber / Red Ale,16 oz.,7.7%,N/A
1028,1637.,Bellingham Beer Week 2013 Collaboration,Kulshan Brewery,"Bellingham, WA",Belgian Strong Dark Ale,16 oz.,8.0%,N/A
1029,1636.,Local 5 Pale Ale,Pikes Peak Brewing Company,"Monument, CO",American Pale Ale (APA),16 oz.,5.6%,N/A
1030,1635.,Kilt Lifter Scottish-Style Ale,Four Peaks Brewing Company,"Tempe, AZ",,12 oz.,6.0%,21
1031,1634.,Alley Time,Spiteful Brewing Company,"Chicago, IL",American Pale Ale (APA),12 oz.,6.0%,N/A
1032,1633.,Fat Badger,Spiteful Brewing Company,"Chicago, IL",Irish Red Ale,12 oz.,5.8%,N/A
1033,1632.,In the Weeds,Spiteful Brewing Company,"Chicago, IL",American Pale Wheat Ale,12 oz.,5.5%,N/A
1034,1631.,Brontide,Stillwater Artisanal Ales,"Baltimore, MD",American Black Ale,12 oz.,5.0%,N/A
1035,1630.,Night Cat (2014),Two Brothers Brewing Company,"Warrenville, IL",American Dark Wheat Ale,12 oz.,5.8%,43
1036,1629.,Rebel IPA,Boston Beer Company,"Boston, MA",American IPA,16 oz.,6.5%,45
1037,1628.,Festivus (1),Manayunk Brewing Company,"Philadelphia, PA",Winter Warmer,12 oz.,7.2%,N/A
1038,1627.,Cleveland Beer Week 2013,Buckeye Brewing,"Cleveland, OH",Munich Helles Lager,16 oz.,5.3%,N/A
1039,1626.,Manayunk Oktoberfest,Manayunk Brewing Company,"Philadelphia, PA",Märzen / Oktoberfest,12 oz.,6.7%,N/A
1040,1625.,Belgian Style Session Ale,Manayunk Brewing Company,"Philadelphia, PA",Belgian Pale Ale,12 oz.,4.5%,21
1041,1624.,Manayunk IPA,Manayunk Brewing Company,"Philadelphia, PA",American IPA,12 oz.,5.5%,N/A
1042,1623.,Lift Off IPA,Daredevil Brewing Company,"Shelbyville, IN",American IPA,16 oz.,7.2%,N/A
1043,1622.,Jam Session,NoDa Brewing Company,"Charlotte, NC",American Pale Ale (APA),16 oz.,5.1%,31
1044,1621.,Hop Drop 'N Roll IPA,NoDa Brewing Company,"Charlotte, NC",American IPA,16 oz.,7.2%,80
1045,1620.,Pumpkin Beast,Aviator Brewing Company,"Fuquay-Varina, NC",Pumpkin Ale,12 oz.,6.2%,17
1046,1619.,Hop Slayer Double IPA,Wild Onion Brewing Company,"Lake Barrington, IL",American Double / Imperial IPA,12 oz.,8.2%,100
1047,1618.,Pumpkin Ale,Wild Onion Brewing Company,"Lake Barrington, IL",Pumpkin Ale,12 oz.,4.5%,N/A
1048,1617.,Morgan Street Oktoberfest,Morgan Street Brewery,"Saint Louis, MO",Märzen / Oktoberfest,12 oz.,4.9%,24
1049,1616.,Pumpkin Porter,Four Peaks Brewing Company,"Tempe, AZ",American Porter,12 oz.,5.1%,N/A
